"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 21:00","2021","02","06","21:00","-5.9","","-10.4","","71","","0.0","","24","","28","","16.1","","100.91","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 22:00","2021","02","06","22:00","-6.2","","-10.3","","73","","0.0","","25","","18","","16.1","","100.84","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-06 23:00","2021","02","06","23:00","-5.6","","-9.7","","73","","0.0","","25","","21","","16.1","","100.77","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 00:00","2021","02","07","00:00","-6.0","","-10.3","","72","","0.0","","25","","13","","16.1","","100.72","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 01:00","2021","02","07","01:00","-6.0","","-10.1","","73","","0.0","","27","","11","","16.1","","100.68","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 02:00","2021","02","07","02:00","-6.2","","-10.5","","72","","0.0","","29","","9","","16.1","","100.62","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 03:00","2021","02","07","03:00","-6.4","","-10.7","","72","","0.0","","28","","9","","16.1","","100.62","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 04:00","2021","02","07","04:00","-5.7","","-11.4","","65","","0.0","","25","","15","","16.1","","100.52","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 05:00","2021","02","07","05:00","-6.5","","-10.3","","75","","0.0","","23","","18","","4.8","","100.55","","","","-13","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 06:00","2021","02","07","06:00","-6.4","","-8.4","","86","","0.0","","24","","28","","4.8","","100.52","","","","-15","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 07:00","2021","02","07","07:00","-7.1","","-9.3","","84","","0.0","","26","","28","","4.0","","100.51","","","","-15","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 08:00","2021","02","07","08:00","-7.1","","-10.0","","80","","0.0","","26","","21","","16.1","","100.51","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 09:00","2021","02","07","09:00","-7.3","","-11.2","","74","","0.0","","29","","26","","16.1","","100.55","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 10:00","2021","02","07","10:00","-6.1","","-10.5","","71","","0.0","","28","","28","","16.1","","100.58","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 11:00","2021","02","07","11:00","-5.3","","-11.0","","64","","0.0","","27","","34","","16.1","","100.61","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 12:00","2021","02","07","12:00","-6.2","","-12.0","","64","","0.0","","27","","32","","16.1","","100.65","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 13:00","2021","02","07","13:00","-7.0","","-13.6","","60","","0.0","","26","","30","","16.1","","100.69","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 14:00","2021","02","07","14:00","-7.3","","-14.9","","55","","0.0","","26","","35","","16.1","","100.68","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 15:00","2021","02","07","15:00","-7.3","","-14.8","","55","","0.0","","25","","32","","16.1","","100.75","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 16:00","2021","02","07","16:00","-8.0","","-15.9","","54","","0.0","","26","","34","","16.1","","100.84","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 17:00","2021","02","07","17:00","-9.0","","-16.1","","57","","0.0","","27","","37","","16.1","","100.96","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 18:00","2021","02","07","18:00","-10.1","","-16.9","","58","","0.0","","26","","32","","16.1","","101.08","","","","-20","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 19:00","2021","02","07","19:00","-10.6","","-17.2","","59","","0.0","","27","","39","","16.1","","101.16","","","","-21","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 20:00","2021","02","07","20:00","-10.6","","-16.6","","62","","0.0","","26","","32","","16.1","","101.27","","","","-21","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 21:00","2021","02","07","21:00","-10.9","","-16.2","","65","","0.0","","26","","32","","16.1","","101.31","","","","-21","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 22:00","2021","02","07","22:00","-10.9","","-15.9","","67","","0.0","","28","","24","","16.1","","101.36","","","","-20","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-07 23:00","2021","02","07","23:00","-11.0","","-16.2","","66","","0.0","","28","","24","","16.1","","101.44","","","","-20","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 00:00","2021","02","08","00:00","-10.9","","-16.2","","65","","0.0","","29","","21","","16.1","","101.48","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 01:00","2021","02","08","01:00","-11.0","","-17.1","","61","","0.0","","29","","22","","16.1","","101.52","","","","-20","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 02:00","2021","02","08","02:00","-10.6","","-15.8","","66","","0.0","","28","","22","","16.1","","101.56","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 03:00","2021","02","08","03:00","-11.3","","-16.5","","66","","0.0","","28","","17","","16.1","","101.59","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 04:00","2021","02","08","04:00","-10.8","","-16.8","","62","","0.0","","28","","17","","16.1","","101.66","","","","-18","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 05:00","2021","02","08","05:00","-10.5","","-16.3","","63","","0.0","","28","","26","","16.1","","101.70","","","","-20","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 06:00","2021","02","08","06:00","-10.7","","-16.9","","61","","0.0","","28","","21","","16.1","","101.69","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 07:00","2021","02","08","07:00","-10.5","","-16.4","","62","","0.0","","29","","21","","16.1","","101.78","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 08:00","2021","02","08","08:00","-10.4","","-16.2","","63","","0.0","","28","","15","","16.1","","101.84","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 09:00","2021","02","08","09:00","-9.7","","-15.7","","62","","0.0","","27","","18","","16.1","","101.91","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 10:00","2021","02","08","10:00","-9.1","","-15.6","","60","","0.0","","24","","21","","16.1","","101.93","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 11:00","2021","02","08","11:00","-8.5","","-15.8","","56","","0.0","","26","","15","","16.1","","101.95","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 12:00","2021","02","08","12:00","-7.9","","-15.5","","55","","0.0","","24","","13","","16.1","","101.92","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 13:00","2021","02","08","13:00","-7.0","","-15.4","","52","","0.0","","23","","15","","16.1","","101.84","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 14:00","2021","02","08","14:00","-6.5","","-15.3","","50","","0.0","","23","","15","","16.1","","101.78","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 15:00","2021","02","08","15:00","-5.8","","-15.4","","47","","0.0","","23","","22","","16.1","","101.75","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 16:00","2021","02","08","16:00","-6.2","","-14.8","","51","","0.0","","22","","26","","16.1","","101.77","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 17:00","2021","02","08","17:00","-6.3","","-14.6","","52","","0.0","","24","","22","","16.1","","101.77","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 18:00","2021","02","08","18:00","-6.9","","-14.1","","57","","0.0","","25","","21","","16.1","","101.79","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 19:00","2021","02","08","19:00","-7.0","","-15.2","","53","","0.0","","25","","17","","16.1","","101.82","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 20:00","2021","02","08","20:00","-7.1","","-14.8","","55","","0.0","","27","","15","","16.1","","101.80","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 21:00","2021","02","08","21:00","-7.0","","-14.8","","54","","0.0","","29","","9","","16.1","","101.76","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 22:00","2021","02","08","22:00","-7.5","","-13.2","","64","","0.0","","30","","13","","16.1","","101.78","","","","-13","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-08 23:00","2021","02","08","23:00","","M","","M","79","","0.0","","32","","11","","3.2","","","M","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 00:00","2021","02","09","00:00","-8.4","","-11.1","","81","","0.0","","33","","9","","4.8","","101.73","","","","-13","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 01:00","2021","02","09","01:00","-8.3","","-11.3","","79","","0.0","","30","","5","","16.1","","101.66","","","","-11","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 02:00","2021","02","09","02:00","","M","","M","79","","0.0","","31","","8","","11.3","","","M","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 03:00","2021","02","09","03:00","-8.2","","-10.6","","83","","0.0","","","M","","M","4.0","","101.63","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 04:00","2021","02","09","04:00","-8.4","","-10.8","","83","","0.0","","34","","5","","3.2","","101.56","","","","-11","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 05:00","2021","02","09","05:00","","M","","M","79","","0.0","","30","","8","","16.1","","","M","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 06:00","2021","02","09","06:00","-7.9","","-11.3","","77","","0.0","","32","","13","","16.1","","101.54","","","","-14","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 07:00","2021","02","09","07:00","","M","","M","81","","0.0","","33","","15","","4.8","","","M","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 08:00","2021","02","09","08:00","-8.1","","-10.8","","81","","0.0","","31","","13","","","M","101.53","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 09:00","2021","02","09","09:00","-7.2","","-10.7","","76","","0.0","","","M","","M","16.1","","101.59","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 10:00","2021","02","09","10:00","","M","","M","71","","0.0","","33","","8","","16.1","","","M","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 11:00","2021","02","09","11:00","-4.3","","-10.5","","62","","0.0","","29","","8","","16.1","","101.57","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 12:00","2021","02","09","12:00","-3.6","","-11.6","","54","","0.0","","32","","11","","16.1","","101.54","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 13:00","2021","02","09","13:00","-2.7","","-11.3","","52","","0.0","","29","","13","","16.1","","101.46","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 14:00","2021","02","09","14:00","-2.9","","-11.9","","50","","0.0","","28","","11","","16.1","","101.43","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 15:00","2021","02","09","15:00","-2.6","","-11.8","","49","","0.0","","24","","9","","16.1","","101.42","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 16:00","2021","02","09","16:00","-3.1","","-11.2","","54","","0.0","","18","","9","","16.1","","101.44","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 17:00","2021","02","09","17:00","-3.0","","-11.5","","52","","0.0","","27","","18","","16.1","","101.47","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 18:00","2021","02","09","18:00","-3.6","","-11.9","","53","","0.0","","29","","17","","16.1","","101.50","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 19:00","2021","02","09","19:00","-4.5","","-12.3","","55","","0.0","","30","","18","","16.1","","101.54","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 20:00","2021","02","09","20:00","-5.3","","-11.7","","61","","0.0","","29","","21","","16.1","","101.57","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 21:00","2021","02","09","21:00","-6.1","","-11.3","","67","","0.0","","28","","18","","16.1","","101.65","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 22:00","2021","02","09","22:00","-6.8","","-13.1","","61","","0.0","","30","","17","","16.1","","101.71","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-09 23:00","2021","02","09","23:00","-7.7","","-13.0","","66","","0.0","","28","","18","","16.1","","101.74","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 00:00","2021","02","10","00:00","-8.1","","-13.8","","64","","0.0","","29","","22","","16.1","","101.75","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 01:00","2021","02","10","01:00","-8.2","","-14.3","","62","","0.0","","28","","17","","16.1","","101.80","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 02:00","2021","02","10","02:00","-8.6","","-13.8","","67","","0.0","","27","","18","","16.1","","101.76","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 03:00","2021","02","10","03:00","-9.0","","-13.5","","70","","0.0","","26","","17","","16.1","","101.76","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 04:00","2021","02","10","04:00","-9.4","","-14.3","","68","","0.0","","28","","15","","16.1","","101.79","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 05:00","2021","02","10","05:00","-9.7","","-14.3","","69","","0.0","","28","","9","","16.1","","101.84","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 06:00","2021","02","10","06:00","-9.9","","-14.8","","68","","0.0","","28","","9","","16.1","","101.89","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 07:00","2021","02","10","07:00","-9.2","","-14.3","","67","","0.0","","28","","13","","16.1","","101.89","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 08:00","2021","02","10","08:00","-8.8","","-14.3","","65","","0.0","","29","","22","","16.1","","101.93","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 09:00","2021","02","10","09:00","-7.1","","-14.3","","57","","0.0","","28","","22","","16.1","","101.96","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 10:00","2021","02","10","10:00","-6.8","","-13.8","","58","","0.0","","25","","21","","16.1","","101.99","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 11:00","2021","02","10","11:00","-5.8","","-13.3","","56","","0.0","","26","","22","","16.1","","101.96","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 12:00","2021","02","10","12:00","-5.5","","-13.9","","52","","0.0","","25","","21","","16.1","","101.93","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 13:00","2021","02","10","13:00","-5.1","","-13.5","","52","","0.0","","24","","21","","16.1","","101.84","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 14:00","2021","02","10","14:00","-5.0","","-14.4","","48","","0.0","","23","","13","","16.1","","101.75","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 15:00","2021","02","10","15:00","-4.8","","-14.6","","47","","0.0","","26","","11","","16.1","","101.76","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 16:00","2021","02","10","16:00","-4.7","","-14.1","","48","","0.0","","26","","13","","16.1","","101.74","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 17:00","2021","02","10","17:00","-5.1","","-14.0","","50","","0.0","","30","","21","","16.1","","101.72","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 18:00","2021","02","10","18:00","-5.4","","-13.8","","52","","0.0","","29","","17","","16.1","","101.72","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 19:00","2021","02","10","19:00","-5.7","","-13.6","","54","","0.0","","32","","15","","16.1","","101.71","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 20:00","2021","02","10","20:00","-5.9","","-13.7","","54","","0.0","","32","","9","","16.1","","101.72","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 21:00","2021","02","10","21:00","-5.9","","-13.2","","57","","0.0","","30","","13","","16.1","","101.73","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 22:00","2021","02","10","22:00","-6.2","","-12.7","","60","","0.0","","27","","9","","16.1","","101.71","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-10 23:00","2021","02","10","23:00","-6.2","","-12.2","","63","","0.0","","28","","17","","16.1","","101.69","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 00:00","2021","02","11","00:00","-6.4","","-13.1","","60","","0.0","","29","","8","","16.1","","101.64","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 01:00","2021","02","11","01:00","-6.5","","-12.6","","62","","0.0","","30","","15","","16.1","","101.69","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 02:00","2021","02","11","02:00","-6.8","","-12.9","","62","","0.0","","31","","15","","16.1","","101.68","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 03:00","2021","02","11","03:00","-6.9","","-13.0","","62","","0.0","","31","","15","","16.1","","101.68","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 04:00","2021","02","11","04:00","-7.1","","-12.6","","65","","0.0","","32","","11","","16.1","","101.69","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 05:00","2021","02","11","05:00","-7.0","","-12.3","","66","","0.0","","33","","11","","16.1","","101.74","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 06:00","2021","02","11","06:00","-7.5","","-12.3","","69","","0.0","","32","","8","","16.1","","101.71","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 07:00","2021","02","11","07:00","-7.2","","-11.5","","72","","0.0","","32","","11","","16.1","","101.77","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 08:00","2021","02","11","08:00","-7.3","","-11.5","","72","","0.0","","32","","18","","16.1","","101.84","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 09:00","2021","02","11","09:00","-6.5","","-12.4","","63","","0.0","","35","","18","","16.1","","101.90","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 10:00","2021","02","11","10:00","-4.6","","-12.6","","54","","0.0","","5","","11","","16.1","","101.94","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 11:00","2021","02","11","11:00","-3.4","","-13.6","","45","","0.0","","33","","11","","16.1","","101.99","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 12:00","2021","02","11","12:00","-3.0","","-14.5","","41","","0.0","","30","","17","","16.1","","101.99","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 13:00","2021","02","11","13:00","-3.2","","-14.7","","41","","0.0","","29","","11","","16.1","","101.94","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 14:00","2021","02","11","14:00","-3.7","","-15.3","","40","","0.0","","33","","15","","16.1","","101.97","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 15:00","2021","02","11","15:00","-3.8","","-14.7","","43","","0.0","","33","","17","","16.1","","101.96","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 16:00","2021","02","11","16:00","-4.2","","-15.3","","42","","0.0","","33","","18","","16.1","","101.95","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 17:00","2021","02","11","17:00","-5.1","","-15.4","","45","","0.0","","32","","18","","16.1","","102.00","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 18:00","2021","02","11","18:00","-6.1","","-15.7","","47","","0.0","","33","","15","","16.1","","102.04","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 19:00","2021","02","11","19:00","-6.5","","-16.3","","46","","0.0","","36","","13","","16.1","","102.09","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 20:00","2021","02","11","20:00","-7.4","","-15.1","","55","","0.0","","35","","15","","16.1","","102.13","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 21:00","2021","02","11","21:00","-8.0","","-15.1","","57","","0.0","","34","","17","","16.1","","102.12","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 22:00","2021","02","11","22:00","-7.9","","-15.5","","55","","0.0","","35","","22","","16.1","","102.10","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-11 23:00","2021","02","11","23:00","-8.4","","-16.4","","53","","0.0","","35","","21","","16.1","","102.09","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 00:00","2021","02","12","00:00","-8.6","","-17.0","","51","","0.0","","1","","18","","16.1","","102.11","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 01:00","2021","02","12","01:00","-9.2","","-17.7","","51","","0.0","","1","","13","","16.1","","102.14","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 02:00","2021","02","12","02:00","-9.5","","-18.1","","50","","0.0","","3","","15","","16.1","","102.11","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 03:00","2021","02","12","03:00","-10.0","","-18.1","","52","","0.0","","4","","11","","16.1","","102.09","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 04:00","2021","02","12","04:00","-10.4","","-18.1","","54","","0.0","","3","","17","","16.1","","102.10","","","","-18","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 05:00","2021","02","12","05:00","-11.0","","-18.1","","56","","0.0","","3","","17","","16.1","","102.14","","","","-18","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 06:00","2021","02","12","06:00","-11.7","","-18.6","","57","","0.0","","3","","17","","16.1","","102.15","","","","-19","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 07:00","2021","02","12","07:00","-12.3","","-15.7","","76","","0.0","","2","","21","","4.0","","102.16","","","","-21","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 08:00","2021","02","12","08:00","-12.6","","-16.0","","76","","0.0","","3","","18","","3.6","","102.15","","","","-21","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 09:00","2021","02","12","09:00","-12.6","","-16.1","","75","","0.0","","5","","22","","4.8","","102.15","","","","-22","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 10:00","2021","02","12","10:00","-12.0","","-14.9","","79","","0.0","","5","","26","","2.8","","102.07","","","","-22","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 11:00","2021","02","12","11:00","-11.5","","-14.7","","78","","0.0","","5","","26","","4.0","","102.04","","","","-21","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 12:00","2021","02","12","12:00","-11.0","","-14.6","","75","","0.0","","5","","18","","4.8","","102.05","","","","-19","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 13:00","2021","02","12","13:00","-10.0","","-13.6","","75","","0.0","","5","","17","","4.8","","101.97","","","","-17","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 14:00","2021","02","12","14:00","-9.0","","-12.8","","74","","0.0","","6","","17","","16.1","","101.99","","","","-16","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 15:00","2021","02","12","15:00","-8.0","","-11.7","","75","","0.0","","5","","21","","4.8","","101.87","","","","-16","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 16:00","2021","02","12","16:00","-7.8","","-13.1","","66","","0.0","","6","","15","","16.1","","101.92","","","","-14","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 17:00","2021","02","12","17:00","-8.3","","-14.6","","61","","0.0","","5","","13","","16.1","","101.94","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 18:00","2021","02","12","18:00","-8.6","","-15.5","","58","","0.0","","4","","11","","16.1","","102.01","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-12 19:00","2021","02","12","19:00","-8.8","","-16.0","","56","","0.0","","6","","15","","16.1","","102.05","","","","-15","","NA"
