"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-06 22:00","2020","02","06","22:00","-3.9","","-5.6","","88","","1.0","","1","","11","","1.6","","98.96","","","","-8","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-06 23:00","2020","02","06","23:00","-4.0","","-6.0","","86","","0.5","","1","","18","","2.0","","98.85","","","","-10","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 00:00","2020","02","07","00:00","-4.1","","-6.4","","84","","0.2","","3","","17","","2.8","","98.88","","","","-10","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 01:00","2020","02","07","01:00","-4.2","","-6.4","","85","","0.2","","36","","9","","4.8","","98.81","","","","-8","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 02:00","2020","02","07","02:00","-4.3","","-6.6","","84","","0.0","","35","","13","","3.2","","98.72","","","","-9","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 03:00","2020","02","07","03:00","-4.1","","-6.8","","82","","0.0","","33","","8","","14.5","","98.75","","","","-8","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 04:00","2020","02","07","04:00","-4.2","","-7.3","","79","","0.0","","34","","17","","11.3","","98.70","","","","-10","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 05:00","2020","02","07","05:00","-4.5","","-7.0","","83","","0.2","","36","","17","","4.8","","98.45","","","","-10","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 06:00","2020","02","07","06:00","-4.2","","-7.6","","77","","0.0","","35","","21","","16.1","","98.45","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 07:00","2020","02","07","07:00","-3.9","","-7.6","","76","","0.0","","36","","21","","16.1","","98.44","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 08:00","2020","02","07","08:00","-3.8","","-7.6","","75","","0.0","","36","","15","","16.1","","98.50","","","","-9","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 09:00","2020","02","07","09:00","-4.0","","-7.7","","75","","0.0","","35","","17","","16.1","","98.49","","","","-10","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 10:00","2020","02","07","10:00","-4.2","","-7.0","","81","","0.0","","35","","17","","3.6","","98.51","","","","-10","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 11:00","2020","02","07","11:00","-4.2","","-7.0","","81","","0.0","","33","","24","","3.2","","98.58","","","","-11","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 12:00","2020","02","07","12:00","-3.5","","-8.6","","68","","0.0","","32","","22","","16.1","","98.60","","","","-10","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 13:00","2020","02","07","13:00","-3.4","","-8.9","","66","","0.0","","32","","26","","16.1","","98.61","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 14:00","2020","02","07","14:00","-3.7","","-9.4","","65","","0.0","","32","","30","","16.1","","98.73","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 15:00","2020","02","07","15:00","-3.7","","-9.4","","65","","0.0","","32","","24","","16.1","","98.84","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 16:00","2020","02","07","16:00","-4.3","","-10.5","","62","","0.0","","31","","35","","16.1","","99.02","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 17:00","2020","02","07","17:00","-4.7","","-11.3","","60","","0.0","","30","","32","","16.1","","99.20","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 18:00","2020","02","07","18:00","-5.1","","-12.1","","58","","0.0","","31","","32","","16.1","","99.42","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 19:00","2020","02","07","19:00","-5.3","","-12.3","","58","","0.0","","29","","24","","16.1","","99.62","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 20:00","2020","02","07","20:00","-5.9","","-11.9","","63","","0.0","","28","","26","","16.1","","99.78","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 21:00","2020","02","07","21:00","-6.4","","-12.0","","65","","0.0","","28","","22","","16.1","","99.95","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 22:00","2020","02","07","22:00","-6.4","","-12.2","","64","","0.0","","28","","21","","16.1","","100.09","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-07 23:00","2020","02","07","23:00","-6.6","","-12.3","","64","","0.0","","30","","17","","16.1","","100.17","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 00:00","2020","02","08","00:00","-7.0","","-12.1","","67","","0.0","","27","","21","","16.1","","100.29","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 01:00","2020","02","08","01:00","-7.1","","-12.2","","67","","0.0","","28","","18","","16.1","","100.39","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 02:00","2020","02","08","02:00","-7.4","","-12.1","","69","","0.0","","28","","17","","16.1","","100.42","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 03:00","2020","02","08","03:00","-8.6","","-13.9","","66","","0.0","","32","","11","","16.1","","100.52","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 04:00","2020","02","08","04:00","-9.9","","-16.1","","61","","0.0","","35","","13","","16.1","","100.65","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 05:00","2020","02","08","05:00","-11.1","","-18.0","","57","","0.0","","34","","18","","16.1","","100.76","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 06:00","2020","02","08","06:00","-11.6","","-17.5","","62","","0.0","","31","","11","","16.1","","100.87","","","","-18","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 07:00","2020","02","08","07:00","-12.0","","-17.5","","64","","0.0","","32","","15","","16.1","","100.98","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 08:00","2020","02","08","08:00","-12.3","","-18.0","","63","","0.0","","33","","11","","16.1","","101.10","","","","-18","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 09:00","2020","02","08","09:00","-12.2","","-18.1","","62","","0.0","","32","","17","","14.5","","101.24","","","","-20","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 10:00","2020","02","08","10:00","-11.3","","-17.5","","61","","0.0","","31","","8","","16.1","","101.33","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 11:00","2020","02","08","11:00","-10.1","","-16.5","","60","","0.0","","","M","4","","16.1","","101.43","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 12:00","2020","02","08","12:00","-9.3","","-16.6","","56","","0.0","","29","","5","","16.1","","101.44","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 13:00","2020","02","08","13:00","-8.8","","-15.0","","61","","0.0","","21","","9","","16.1","","101.43","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 14:00","2020","02","08","14:00","-8.3","","-15.1","","58","","0.0","","19","","8","","16.1","","101.43","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 15:00","2020","02","08","15:00","-7.8","","-14.1","","61","","0.0","","16","","11","","16.1","","101.44","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 16:00","2020","02","08","16:00","-7.5","","-14.1","","60","","0.0","","11","","5","","16.1","","101.49","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 17:00","2020","02","08","17:00","-7.7","","-14.0","","61","","0.0","","12","","8","","16.1","","101.58","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 18:00","2020","02","08","18:00","-7.8","","-13.7","","63","","0.0","","10","","5","","16.1","","101.65","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 19:00","2020","02","08","19:00","-7.5","","-12.4","","68","","0.0","","11","","8","","16.1","","101.71","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 20:00","2020","02","08","20:00","-6.8","","-11.4","","70","","0.0","","14","","8","","16.1","","101.74","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 21:00","2020","02","08","21:00","-6.6","","-10.9","","72","","0.0","","10","","8","","16.1","","101.76","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 22:00","2020","02","08","22:00","-6.3","","-10.3","","73","","0.0","","9","","9","","16.1","","101.79","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-08 23:00","2020","02","08","23:00","-5.9","","-9.8","","74","","0.0","","11","","8","","16.1","","101.81","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 00:00","2020","02","09","00:00","-5.5","","-8.9","","77","","0.0","","9","","8","","16.1","","101.79","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 01:00","2020","02","09","01:00","-5.6","","-8.9","","78","","0.0","","8","","9","","16.1","","101.82","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 02:00","2020","02","09","02:00","-5.7","","-8.8","","79","","0.0","","7","","11","","16.1","","101.86","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 03:00","2020","02","09","03:00","-5.7","","-8.8","","79","","0.0","","8","","8","","16.1","","101.90","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 04:00","2020","02","09","04:00","-5.5","","-8.3","","81","","0.0","","7","","15","","16.1","","101.93","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 05:00","2020","02","09","05:00","-6.3","","-9.2","","80","","0.0","","8","","17","","16.1","","101.95","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 06:00","2020","02","09","06:00","-5.8","","-7.9","","85","","0.0","","8","","17","","16.1","","101.96","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 07:00","2020","02","09","07:00","-5.0","","-6.8","","87","","0.0","","7","","18","","16.1","","101.98","","","","-11","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 08:00","2020","02","09","08:00","-3.3","","-5.5","","85","","0.0","","12","","5","","16.1","","102.01","","","","-5","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 09:00","2020","02","09","09:00","-2.3","","-5.5","","79","","0.0","","11","","9","","16.1","","102.03","","","","-6","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 10:00","2020","02","09","10:00","-1.9","","-4.9","","80","","0.0","","11","","11","","16.1","","102.04","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 11:00","2020","02","09","11:00","-1.2","","-4.4","","79","","0.0","","8","","11","","16.1","","102.01","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 12:00","2020","02","09","12:00","-0.6","","-3.5","","81","","0.0","","14","","5","","16.1","","101.98","","","","-2","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 13:00","2020","02","09","13:00","-0.8","","-3.2","","84","","0.0","","20","","5","","16.1","","101.87","","","","-2","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 14:00","2020","02","09","14:00","-0.8","","-2.7","","87","","0.0","","19","","11","","16.1","","101.72","","","","-5","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 15:00","2020","02","09","15:00","-0.5","","-2.4","","87","","0.0","","21","","8","","16.1","","101.68","","","","-3","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 16:00","2020","02","09","16:00","-0.1","","-2.1","","86","","0.0","","18","","8","","16.1","","101.67","","","","-3","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 17:00","2020","02","09","17:00","0.1","","-1.8","","87","","0.0","","13","","4","","16.1","","101.61","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 18:00","2020","02","09","18:00","2.0","","-1.8","","76","","0.0","","19","","21","","16.1","","101.42","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 19:00","2020","02","09","19:00","1.8","","-1.3","","80","","0.0","","19","","30","","16.1","","101.33","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 20:00","2020","02","09","20:00","0.5","","-0.1","","96","","0.2","","19","","22","","2.4","","101.24","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 21:00","2020","02","09","21:00","0.4","","0.1","","98","","1.5","","18","","21","","2.8","","101.09","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 22:00","2020","02","09","22:00","0.8","","0.5","","98","","1.0","","18","","21","","9.7","","100.96","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-09 23:00","2020","02","09","23:00","1.0","","0.3","","95","","0.8","","15","","15","","9.7","","100.77","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 00:00","2020","02","10","00:00","1.0","","0.4","","96","","0.5","","16","","15","","14.5","","100.63","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 01:00","2020","02","10","01:00","1.1","","0.5","","96","","0.5","","17","","13","","12.9","","100.50","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 02:00","2020","02","10","02:00","1.7","","1.0","","95","","0.0","","21","","15","","16.1","","100.40","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 03:00","2020","02","10","03:00","1.8","","1.1","","95","","0.0","","22","","13","","16.1","","100.36","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 04:00","2020","02","10","04:00","2.0","","1.1","","94","","0.0","","23","","15","","16.1","","100.30","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 05:00","2020","02","10","05:00","2.0","","1.4","","96","","0.0","","23","","17","","16.1","","100.31","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 06:00","2020","02","10","06:00","1.6","","1.2","","97","","0.0","","26","","9","","16.1","","100.36","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 07:00","2020","02","10","07:00","1.8","","1.4","","97","","0.0","","24","","13","","14.5","","100.44","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 08:00","2020","02","10","08:00","1.7","","1.1","","96","","0.0","","25","","15","","9.7","","100.55","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 09:00","2020","02","10","09:00","2.1","","0.9","","92","","0.0","","26","","13","","16.1","","100.66","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 10:00","2020","02","10","10:00","2.5","","-0.4","","81","","0.0","","29","","17","","16.1","","100.73","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 11:00","2020","02","10","11:00","2.9","","-2.9","","66","","0.0","","28","","15","","16.1","","100.81","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 12:00","2020","02","10","12:00","3.6","","-2.0","","67","","0.0","","29","","13","","16.1","","100.84","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 13:00","2020","02","10","13:00","3.8","","-2.1","","65","","0.0","","30","","11","","16.1","","100.86","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 14:00","2020","02","10","14:00","3.5","","-1.6","","69","","0.0","","30","","22","","16.1","","100.86","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 15:00","2020","02","10","15:00","3.6","","-2.4","","65","","0.0","","35","","13","","16.1","","100.93","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 16:00","2020","02","10","16:00","3.4","","-2.8","","64","","0.0","","34","","13","","16.1","","100.98","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 17:00","2020","02","10","17:00","2.9","","-2.8","","66","","0.0","","32","","8","","16.1","","100.99","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 18:00","2020","02","10","18:00","2.6","","-2.9","","67","","0.0","","32","","9","","16.1","","101.05","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 19:00","2020","02","10","19:00","2.4","","-3.1","","67","","0.0","","1","","8","","16.1","","101.07","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 20:00","2020","02","10","20:00","1.7","","-2.7","","73","","0.0","","7","","15","","16.1","","101.04","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 21:00","2020","02","10","21:00","1.7","","-3.2","","70","","0.0","","6","","13","","16.1","","101.05","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 22:00","2020","02","10","22:00","1.1","","-2.7","","76","","0.0","","8","","11","","16.1","","101.06","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-10 23:00","2020","02","10","23:00","1.2","","-2.7","","75","","0.0","","7","","11","","16.1","","101.03","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 00:00","2020","02","11","00:00","1.0","","-2.7","","76","","0.0","","8","","9","","16.1","","100.99","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 01:00","2020","02","11","01:00","0.8","","-2.8","","77","","0.0","","7","","13","","16.1","","100.91","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 02:00","2020","02","11","02:00","0.6","","-3.0","","77","","0.0","","8","","13","","16.1","","100.86","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 03:00","2020","02","11","03:00","0.5","","-2.7","","79","","0.0","","7","","9","","16.1","","100.88","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 04:00","2020","02","11","04:00","0.6","","-2.8","","78","","0.0","","","","0","","16.1","","100.85","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 05:00","2020","02","11","05:00","1.0","","-2.9","","75","","0.0","","29","","8","","16.1","","100.80","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 06:00","2020","02","11","06:00","0.7","","-2.5","","79","","0.0","","28","","8","","16.1","","100.80","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 07:00","2020","02","11","07:00","0.9","","-3.2","","74","","0.0","","28","","9","","16.1","","100.75","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 08:00","2020","02","11","08:00","1.0","","-4.2","","69","","0.0","","28","","15","","16.1","","100.76","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 09:00","2020","02","11","09:00","0.5","","-4.9","","67","","0.0","","29","","17","","16.1","","100.70","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 10:00","2020","02","11","10:00","0.5","","-5.0","","67","","0.0","","26","","13","","16.1","","100.65","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 11:00","2020","02","11","11:00","0.8","","-4.5","","68","","0.0","","23","","17","","16.1","","100.60","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 12:00","2020","02","11","12:00","1.3","","-3.7","","70","","0.0","","23","","21","","16.1","","100.56","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 13:00","2020","02","11","13:00","1.8","","-3.8","","67","","0.0","","23","","18","","16.1","","100.46","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 14:00","2020","02","11","14:00","2.5","","-3.8","","63","","0.0","","24","","13","","16.1","","100.34","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 15:00","2020","02","11","15:00","2.5","","-5.2","","57","","0.0","","26","","21","","16.1","","100.29","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 16:00","2020","02","11","16:00","2.1","","-4.0","","64","","0.0","","25","","21","","16.1","","100.30","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 17:00","2020","02","11","17:00","1.7","","-5.5","","59","","0.0","","27","","24","","16.1","","100.32","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 18:00","2020","02","11","18:00","1.5","","-3.4","","70","","0.0","","27","","18","","16.1","","100.39","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 19:00","2020","02","11","19:00","1.5","","-3.6","","69","","0.0","","27","","24","","16.1","","100.45","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 20:00","2020","02","11","20:00","1.1","","-4.8","","65","","0.0","","29","","28","","16.1","","100.48","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 21:00","2020","02","11","21:00","0.8","","-5.1","","65","","0.0","","27","","22","","16.1","","100.53","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 22:00","2020","02","11","22:00","0.5","","-4.6","","69","","0.0","","27","","26","","16.1","","100.63","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-11 23:00","2020","02","11","23:00","0.2","","-6.2","","62","","0.0","","27","","30","","16.1","","100.74","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 00:00","2020","02","12","00:00","-0.5","","-5.8","","68","","0.0","","25","","26","","16.1","","100.83","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 01:00","2020","02","12","01:00","-0.7","","-5.9","","68","","0.0","","26","","34","","16.1","","100.87","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 02:00","2020","02","12","02:00","-0.7","","-6.2","","66","","0.0","","26","","26","","16.1","","100.91","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 03:00","2020","02","12","03:00","-0.7","","-5.9","","68","","0.0","","24","","30","","16.1","","100.97","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 04:00","2020","02","12","04:00","-0.7","","-6.2","","67","","0.0","","25","","24","","16.1","","101.03","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 05:00","2020","02","12","05:00","-1.0","","-7.3","","63","","0.0","","26","","34","","16.1","","101.10","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 06:00","2020","02","12","06:00","-1.4","","-7.4","","64","","0.0","","24","","24","","16.1","","101.13","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 07:00","2020","02","12","07:00","-1.6","","-7.2","","66","","0.0","","25","","28","","16.1","","101.16","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 08:00","2020","02","12","08:00","-2.0","","-7.5","","66","","0.0","","25","","22","","16.1","","101.12","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 09:00","2020","02","12","09:00","-1.8","","-6.8","","69","","0.0","","23","","24","","16.1","","101.10","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 10:00","2020","02","12","10:00","-1.6","","-6.8","","68","","0.0","","24","","22","","16.1","","101.06","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 11:00","2020","02","12","11:00","-0.7","","-6.0","","68","","0.0","","23","","24","","16.1","","101.07","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 12:00","2020","02","12","12:00","0.8","","-4.9","","66","","0.0","","24","","26","","16.1","","101.03","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 13:00","2020","02","12","13:00","1.1","","-4.4","","67","","0.0","","21","","32","","16.1","","100.88","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 14:00","2020","02","12","14:00","1.5","","-4.0","","67","","0.0","","21","","32","","16.1","","100.90","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 15:00","2020","02","12","15:00","1.5","","-3.0","","72","","0.0","","20","","28","","16.1","","100.79","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 16:00","2020","02","12","16:00","1.4","","-2.3","","77","","0.0","","20","","32","","16.1","","100.78","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 17:00","2020","02","12","17:00","1.1","","-2.1","","79","","0.0","","21","","34","","16.1","","100.67","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 18:00","2020","02","12","18:00","1.1","","-2.5","","77","","0.0","","20","","26","","16.1","","100.58","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 19:00","2020","02","12","19:00","1.1","","-3.3","","73","","0.0","","21","","21","","16.1","","100.48","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 20:00","2020","02","12","20:00","1.2","","-3.5","","71","","0.0","","23","","22","","16.1","","100.38","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 21:00","2020","02","12","21:00","1.3","","-2.5","","76","","0.0","","22","","17","","16.1","","100.27","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-02-12 22:00","2020","02","12","22:00","1.4","","-2.6","","75","","0.0","","23","","15","","16.1","","100.18","","","","","","NA"
